Number,ID,OBJECTID,LINE_NO,GMT_DATE,GMT_TIME,LMT_DATE,LMT_TIME,ECEF_X,ECEF_Y,ECEF_Z,LATITUDE,LONGITUDE,HEIGHT,DOP,NAV,VALIDATED,SATS_USED,CH1_SATID,CH1_C_N,CH2_SATID,CH2_C_N,CH3_SATID,CH3_C_N,CH4_SATID,CH4_C_N,CH5_SATID,CH5_C_N,CH6_SATID,CH6_C_N,CH7_SATID,CH7_C_N,CH8_SATID,CH8_C_N,CH9_SATID,CH9_C_N,CH10_SATID,CH10_C_N,CH11_SATID,CH11_C_N,CH12_SATID,CH12_C_N,MAIN_VOL,BU_VOL,TEMP,CLK_OFFSET,REMARKS,Year,Month,Day,LandCover,Roads_Dist,Wetlands_D,Water_Dist,scale_Elev,scale_Slop,scale_RELa,PercentC,PercentN,PercentP,qtyC,qtyN,qtyP,CNratio,CPratio,NPratio,FID_Forest,OBJECTID_1,FORESTID,FORESTTYPE,STOCKING,SITECODE,SHAPE_Leng,SHAPE_Area,OBJECTID_2,SPCOMP,STRATUM,AGE_CODE,HGT_CODE,CDEN_CODE,RR_SUBTYPE,FORESTID_1,OID_,Device_ID,Altitude,Fix_Status,Temp__C_,Main__V_,Back__V_,...83,...84,...85,...86,itime,idate,datetime,EASTING,NORTHING
321,PPM003,602,652,2011-06-20T00:00:00Z,16:00:24,2011-06-20T00:00:00Z,12:30:24,2212733,-3355254,4936072,51.034115,-56.595827,179.82,2.6,3D,Yes,5,12,44,14,44,22,29,25,50,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,9,,0,2011,6,20,8,1376.02,2167.81,528.543,0.161097371553,3.37591953987,1.63035197704,50.7327062069,2.56498481828,0.249932786884,-2.59179718674,-5.56583770483,-7.92489439874,22.6897284455,547.314982163,23.666950561,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,16:00:24,2011-06-20,2011-06-20T16:00:24Z,528339.805655991,5653696.33516554
372,PPM003,698,653,2011-06-20T00:00:00Z,18:01:05,2011-06-20T00:00:00Z,14:31:05,2212691,-3355485,4935951,51.032245,-56.59814,192.47,3.4,3D,Yes,5,16,41,23,29,25,29,29,44,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,20,8,1171.3,2443.78,557.133,-0.126972397432,1.73484092898,1.71759116352,50.3905369705,2.42724144941,0.250839597611,-3.03777011717,-6.07484720844,-8.36767282276,24.1376893286,543.031514916,22.279722016,14569,1285366,1052036,1,ST,P,1246.49707365,28788.52205,460518,bSbF,bS32,7,3,2,1,1052036,,,,,,,,,,,,18:01:05,2011-06-20,2011-06-20T18:01:05Z,528178.757294267,5653487.49697917
404,PPM003,754,654,2011-06-20T00:00:00Z,20:00:25,2011-06-20T00:00:00Z,16:30:25,2212607,-3355487,4935969,51.032658,-56.599155,178.44,1.6,3D,Yes,7,3,38,6,41,7,38,16,44,21,47,23,38,31,44,0,0,0,0,0,0,0,0,0,0,3.42,3.68,9,,0,2011,6,20,8,1114.27,2400.2,649.723,0.0890799293068,2.77461690471,1.75714513468,50.4254392687,2.45013707577,0.25592878138,-3.0293265567,-6.05892677067,-8.34169365428,23.981132324,534.535206823,22.0358451529,14569,1285366,1052036,1,ST,P,1246.49707365,28788.52205,460518,bSbF,bS32,7,3,2,1,1052036,,,,,,,,,,,,20:00:25,2011-06-20,2011-06-20T20:00:25Z,528107.335069227,5653533.03652751
352,PPM003,667,655,2011-06-20T00:00:00Z,22:00:41,2011-06-20T00:00:00Z,18:30:41,2212721,-3355475,4935934,51.032092,-56.597704,184.39,3.2,3D,Yes,6,3,47,6,41,7,47,8,50,16,38,19,47,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,20,8,1171.3,2443.78,557.133,-0.126972397432,1.73484092898,1.71759116352,51.3045606356,2.23838164692,0.201332029652,-2.91683712023,-6.00865692257,-8.40747221293,25.0806076773,612.991362756,24.4500447831,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,22:00:41,2011-06-20,2011-06-20T22:00:41Z,528209.422756401,5653470.64960623
381,PPM003,712,656,2011-06-21T00:00:00Z,00:00:44,2011-06-20T00:00:00Z,20:30:44,2212541,-3355294,4936164,51.035141,-56.598426,205.88,3.2,3D,Yes,5,8,41,11,44,19,41,24,44,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,8,,0,2011,6,21,8,1171.3,2184.93,775.996,0.425161326456,1.63893052398,1.8469058368,50.4784077259,2.62211961179,0.261037749087,-2.81301716529,-5.76564174797,-8.10326488108,22.3097620817,527.405562472,23.2113824406,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,00:00:44,2011-06-21,2011-06-21T00:00:44Z,528156.94780221,5653809.43401684
345,PPM003,647,657,2011-06-21T00:00:00Z,02:01:12,2011-06-20T00:00:00Z,22:31:12,2212703,-3355358,4936015,51.033302,-56.597001,179.71,5.6,3D,Yes,5,11,29,17,47,20,38,24,41,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,21,8,1282.62,2268.56,573.603,0.0770770222657,2.84551589517,1.8147867873,50.7678538123,2.55089175513,0.246710183175,-2.55167107704,-5.5307853553,-7.89670953096,22.784628525,552.959377885,23.8209220247,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,02:01:12,2011-06-21,2011-06-21T02:01:12Z,528257.981831328,5653605.47558855
339,PPM003,634,658,2011-06-21T00:00:00Z,04:00:43,2011-06-21T00:00:00Z,00:30:43,2212692,-3355320,4936049,51.033758,-56.596833,182.39,2.6,3D,Yes,6,2,35,4,50,10,41,17,47,20,35,23,44,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,8,,0,2011,6,21,8,1282.62,2268.56,573.603,0.0770770222657,2.84551589517,1.8147867873,50.7678538123,2.55089175513,0.246710183175,-2.55167107704,-5.5307853553,-7.89670953096,22.784628525,552.959377885,23.8209220247,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,04:00:43,2011-06-21,2011-06-21T04:00:43Z,528269.484386697,5653656.24897897
334,PPM003,626,659,2011-06-21T00:00:00Z,06:00:47,2011-06-21T00:00:00Z,02:30:47,2212695,-3355309,4936033,51.03372,-56.596711,165.21,6,3D,Yes,5,2,47,4,38,10,41,13,44,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,21,8,1282.62,2268.56,573.603,0.0770770222657,2.84551589517,1.8147867873,51.5841357885,2.25376623295,0.204416945993,-2.70723041951,-5.79615564652,-8.19100681564,24.96871519,609.028960078,24.2976411752,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,06:00:47,2011-06-21,2011-06-21T06:00:47Z,528278.061946806,5653652.07004239
342,PPM003,642,660,2011-06-21T00:00:00Z,08:00:50,2011-06-21T00:00:00Z,04:30:50,2212707,-3355357,4936023,51.033338,-56.596945,186.79,2.2,3D,Yes,7,2,41,5,44,7,38,8,41,10,38,21,38,26,44,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,21,8,1282.62,2268.56,573.603,0.0770770222657,2.84551589517,1.8147867873,50.7678538123,2.55089175513,0.246710183175,-2.55167107704,-5.5307853553,-7.89670953096,22.784628525,552.959377885,23.8209220247,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,08:00:50,2011-06-21,2011-06-21T08:00:50Z,528261.886598375,5653609.5004027
346,PPM003,652,661,2011-06-21T00:00:00Z,10:00:41,2011-06-21T00:00:00Z,06:30:41,2212707,-3355375,4936017,51.033198,-56.597086,191.58,2.4,3D,Yes,6,5,29,8,35,15,38,18,41,21,38,26,47,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,21,8,1270.46,2342.61,557.133,0.137091557471,2.8262107281,1.75396244326,50.7678538123,2.55089175513,0.246710183175,-2.55167107704,-5.5307853553,-7.89670953096,22.784628525,552.959377885,23.8209220247,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,10:00:41,2011-06-21,2011-06-21T10:00:41Z,528252.084951605,5653593.87779749
473,PPM003,981,662,2011-06-21T00:00:00Z,12:00:41,2011-06-21T00:00:00Z,08:30:41,2212522,-3355743,4935845,51.030791,-56.602176,187.01,1.4,3D,Yes,8,9,47,12,35,14,38,15,50,18,38,22,41,27,50,28,44,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,21,8,822.597,2713.41,557.133,-0.078960769268,1.48547934464,1.61327519855,51.2394752484,2.26242154501,0.204801915999,-2.95993230614,-6.04313502213,-8.43754691643,24.9206446445,606.936459522,24.3548875852,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,12:00:41,2011-06-21,2011-06-21T12:00:41Z,527896.623451271,5653324.27104855
336,PPM003,631,664,2011-06-21T00:00:00Z,16:00:56,2011-06-21T00:00:00Z,12:30:56,2212731,-3355373,4935978,51.032897,-56.596785,168.51,4,3D,Yes,5,12,29,14,38,25,41,29,35,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,21,8,1270.46,2342.61,557.133,-0.0549549551859,2.30635184423,1.81544709312,51.4498770787,2.23485296902,0.201314441954,-2.81209753326,-5.90628451225,-8.30480377773,25.099952326,613.618835048,24.4149119477,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,16:00:56,2011-06-21,2011-06-21T16:00:56Z,528273.373968823,5653560.52088569
327,PPM003,612,668,2011-06-22T00:00:00Z,00:00:41,2011-06-21T00:00:00Z,20:30:41,2212878,-3355517,4935804,51.030508,-56.596166,159.72,1.4,3D,Yes,9,3,41,7,41,8,44,11,47,17,38,19,44,22,32,24,47,28,47,0,0,0,0,0,0,3.44,3.7,9,,0,2011,6,22,1,1205.26,2566.44,393.952,-0.186986932637,-0.756921243661,-0.514866600926,50.6106951783,2.47773834174,0.224588920851,-3.21812511643,-6.22421516335,-8.61980349462,23.4990622911,572.530244052,24.4365798939,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,00:00:41,2011-06-22,2011-06-22T00:00:41Z,528318.233867007,5653295.09266171
394,PPM003,736,669,2011-06-22T00:00:00Z,02:00:41,2011-06-21T00:00:00Z,22:30:41,2212817,-3355764,4935647,51.028414,-56.59883,146.23,2.6,3D,Yes,5,9,32,11,41,17,41,24,50,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,22,18,996.63,2840.83,222.853,-0.21099274672,-0.701080256587,-1.54112276979,50.589369927,2.56876094479,0.231212677217,-3.11203451514,-6.0876149759,-8.49151704897,22.8929608036,562.174404113,24.5992727627,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,02:00:41,2011-06-22,2011-06-22T02:00:41Z,528132.693259232,5653061.21163264
415,PPM003,781,670,2011-06-22T00:00:00Z,04:00:43,2011-06-22T00:00:00Z,00:30:43,2212774,-3355774,4935674,51.028674,-56.59942,157.58,2.4,3D,Yes,6,4,50,10,47,12,41,13,41,17,50,23,38,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,22,6,922.219,2868.02,284.083,-0.21099274672,-0.924452050531,-0.0131413628132,50.5861882916,2.42804116784,0.220492088262,-3.2971973176,-6.31966549403,-8.71223116162,23.8313933982,578.87384385,24.3896380094,7619,1240286,1037709,1,ST,M,814.832711359,17385.335,482202,bF,bF43,7,4,3,1,1037709,,,,,,,,,,,,04:00:43,2011-06-22,2011-06-22T04:00:43Z,528091.161537086,5653089.89954716
416,PPM003,782,672,2011-06-22T00:00:00Z,08:00:41,2011-06-22T00:00:00Z,04:30:41,2212803,-3355822,4935631,51.028039,-56.599452,159.39,2.8,3D,Yes,5,2,47,5,47,10,32,26,47,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,22,6,898.35,2941.75,222.853,-0.21099274672,-0.67471646431,1.84056289914,50.7113388312,2.2487579647,0.205664469085,-3.41574975351,-6.49906871064,-8.8822242066,25.024497494,602.805282177,24.210819975,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,08:00:41,2011-06-22,2011-06-22T08:00:41Z,528089.301308979,5653019.27296509
395,PPM003,737,673,2011-06-22T00:00:00Z,10:00:41,2011-06-22T00:00:00Z,06:30:41,2212894,-3355885,4935544,51.02683,-56.598863,156.34,4,3D,Yes,5,5,41,15,47,21,44,26,41,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,22,18,948.763,3064.74,78.7905,-0.234998560802,-0.67471646431,1.84056289914,49.6537551443,2.76671794403,0.268093633624,-3.23643489194,-6.13625370076,-8.48263443643,21.4271665454,504.356675377,23.5877701851,9168,1251480,1044315,1,ST,P,559.751547546,15922.16315,476879,bFbS,bF33,7,3,3,1,1044315,,,,,,,,,,,,10:00:41,2011-06-22,2011-06-22T10:00:41Z,528131.337879618,5652885.05231164
386,PPM003,720,675,2011-06-22T00:00:00Z,14:00:41,2011-06-22T00:00:00Z,10:30:41,2212836,-3355762,4935654,51.028392,-56.598588,157.2,3,3D,Yes,7,9,41,12,47,14,44,18,44,22,47,25,50,27,38,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,22,18,996.63,2840.83,222.853,-0.21099274672,-0.701080256587,-1.54112276979,50.589369927,2.56876094479,0.231212677217,-3.11203451514,-6.0876149759,-8.49151704897,22.8929608036,562.174404113,24.5992727627,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,14:00:41,2011-06-22,2011-06-22T14:00:41Z,528149.677167655,5653058.85755976
421,PPM003,798,676,2011-06-22T00:00:00Z,16:00:53,2011-06-22T00:00:00Z,12:30:53,2212764,-3355787,4935647,51.028484,-56.599641,139.95,4.2,3D,Yes,5,12,29,14,44,25,50,29,47,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,22,6,922.219,2868.02,284.083,-0.21099274672,-0.924452050531,-0.0131413628132,50.5861882916,2.42804116784,0.220492088262,-3.2971973176,-6.31966549403,-8.71223116162,23.8313933982,578.87384385,24.3896380094,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,16:00:53,2011-06-22,2011-06-22T16:00:53Z,528075.778479704,5653068.68661495
393,PPM003,735,677,2011-06-22T00:00:00Z,18:00:54,2011-06-22T00:00:00Z,14:30:54,2212821,-3355768,4935660,51.028449,-56.598814,159.82,2,3D,Yes,6,6,38,13,35,23,38,25,29,29,38,31,47,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,11,,0,2011,6,22,18,996.63,2840.83,222.853,-0.21099274672,-0.701080256587,-1.54112276979,50.589369927,2.56876094479,0.231212677217,-3.11203451514,-6.0876149759,-8.49151704897,22.8929608036,562.174404113,24.5992727627,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,18:00:54,2011-06-22,2011-06-22T18:00:54Z,528133.794092992,5653065.10987209
374,PPM003,702,678,2011-06-22T00:00:00Z,20:00:43,2011-06-22T00:00:00Z,16:30:43,2212904,-3355814,4935567,51.027336,-56.598187,140.41,6.4,3D,Yes,6,3,47,6,44,13,35,16,41,19,32,23,35,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.66,10,,0,2011,6,22,18,1036.33,2965.92,78.7905,-0.234998560802,-0.812763913794,1.53764573681,49.6537551443,2.76671794403,0.268093633624,-3.23643489194,-6.13625370076,-8.48263443643,21.4271665454,504.356675377,23.5877701851,9168,1251480,1044315,1,ST,P,559.751547546,15922.16315,476879,bFbS,bF33,7,3,3,1,1044315,,,,,,,,,,,,20:00:43,2011-06-22,2011-06-22T20:00:43Z,528178.438130122,5652941.57965545
332,PPM003,623,680,2011-06-23T00:00:00Z,00:00:44,2011-06-22T00:00:00Z,20:30:44,2212970,-3355696,4935639,51.028177,-56.596476,157.28,2.6,3D,Yes,6,7,35,8,38,11,38,19,35,24,38,28,41,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,23,18,1128.11,2868.02,78.7905,-0.234998560802,-0.17336989668,-2.01989650861,49.6508668326,2.79048642918,0.282407729113,-3.19751276087,-6.10722354789,-8.410584711,21.7322715396,489.649055237,22.5468160144,14566,1285361,1052034,1,ST,P,2247.99435225,83663.85415,460516,bSbF,bS32,7,3,2,1,1052034,,,,,,,,,,,,00:00:44,2011-06-23,2011-06-23T00:00:44Z,528297.915050637,5653035.75760474
434,PPM003,846,682,2011-06-23T00:00:00Z,04:00:41,2011-06-23T00:00:00Z,00:30:41,2212744,-3355850,4935634,51.02812,-56.600373,156,2.2,3D,Yes,7,4,47,10,47,12,41,13,47,17,44,20,44,23,50,0,0,0,0,0,0,0,0,0,0,3.42,3.7,8,,0,2011,6,23,6,898.35,2941.75,222.853,-0.21099274672,-0.67471646431,1.84056289914,50.7051430302,2.30003751353,0.209637702268,-3.35495534498,-6.42112459467,-8.8081246694,24.6826665818,596.568679996,24.2821880357,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,04:00:41,2011-06-23,2011-06-23T04:00:41Z,528024.665550179,5653027.92983139
430,PPM003,840,683,2011-06-23T00:00:00Z,06:00:24,2011-06-23T00:00:00Z,02:30:24,2212748,-3355838,4935638,51.028197,-56.600232,154.19,1.8,3D,Yes,9,2,50,4,41,5,47,10,47,12,47,13,38,23,38,25,44,29,47,0,0,0,0,0,0,3.44,3.7,8,,0,2011,6,23,6,898.35,2941.75,222.853,-0.21099274672,-0.67471646431,1.84056289914,50.6939494097,2.31662862979,0.211006359998,-3.34363194107,-6.40417331961,-8.79205933788,24.5722475656,594.362005991,24.2990011563,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,06:00:24,2011-06-23,2011-06-23T06:00:24Z,528034.506982751,5653036.54614878
449,PPM003,883,684,2011-06-23T00:00:00Z,08:00:41,2011-06-23T00:00:00Z,04:30:41,2212732,-3355874,4935626,51.027981,-56.600704,158.23,2.4,3D,Yes,6,2,44,5,47,10,35,15,38,26,47,29,44,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,8,,0,2011,6,23,6,822.597,2970.1,249.157,-0.21099274672,-0.623735145386,1.2890476448,50.7051430302,2.30003751353,0.209637702268,-3.35495534498,-6.42112459467,-8.8081246694,24.6826665818,596.568679996,24.2821880357,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,08:00:41,2011-06-23,2011-06-23T08:00:41Z,528001.537323,5653012.34669058
447,PPM003,878,685,2011-06-23T00:00:00Z,10:00:41,2011-06-23T00:00:00Z,06:30:41,2212763,-3355917,4935587,51.02739,-56.600673,161.22,2.6,3D,Yes,6,5,38,15,50,18,41,21,44,26,44,27,41,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,23,6,803.509,3043.39,176.181,-0.21099274672,-0.529605314555,1.02451765238,49.6619778883,2.8464871621,0.274634974438,-3.13320117453,-6.00647563977,-8.35764084325,20.8946191708,494.095704854,23.6679223403,9164,1251476,1044314,1,ST,P,451.735335276,12813.18825,476878,bFbS,bF33,7,3,3,1,1044314,,,,,,,,,,,,10:00:41,2011-06-23,2011-06-23T10:00:41Z,528004.067377754,5652946.63705582
461,PPM003,912,687,2011-06-23T00:00:00Z,14:00:48,2011-06-23T00:00:00Z,10:30:48,2212713,-3355910,4935604,51.027719,-56.601213,153.45,2.8,3D,Yes,7,9,41,12,50,14,41,18,47,22,50,25,50,27,38,0,0,0,0,0,0,0,0,0,0,3.42,3.7,11,,0,2011,6,23,6,822.597,2970.1,249.157,-0.21099274672,-0.623735145386,1.2890476448,50.7051430302,2.30003751353,0.209637702268,-3.35495534498,-6.42112459467,-8.8081246694,24.6826665818,596.568679996,24.2821880357,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,14:00:48,2011-06-23,2011-06-23T14:00:48Z,527966.000323107,5652983.01803095
452,PPM003,887,688,2011-06-23T00:00:00Z,16:00:54,2011-06-23T00:00:00Z,12:30:54,2212753,-3355911,4935589,51.027475,-56.600745,156.16,2.4,3D,Yes,6,12,41,14,32,20,41,25,44,29,32,31,47,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,11,,0,2011,6,23,6,803.509,3043.39,176.181,-0.21099274672,-0.529605314555,1.02451765238,50.7051430302,2.30003751353,0.209637702268,-3.35495534498,-6.42112459467,-8.8081246694,24.6826665818,596.568679996,24.2821880357,9164,1251476,1044314,1,ST,P,451.735335276,12813.18825,476878,bFbS,bF33,7,3,3,1,1044314,,,,,,,,,,,,16:00:54,2011-06-23,2011-06-23T16:00:54Z,527998.966958556,5652956.06201689
458,PPM003,905,689,2011-06-23T00:00:00Z,18:01:16,2011-06-23T00:00:00Z,14:31:16,2212726,-3355916,4935596,51.027589,-56.601105,154.88,2.6,3D,Yes,5,16,41,20,32,23,44,29,35,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,23,6,803.509,3043.39,176.181,-0.21099274672,-0.623735145386,1.2890476448,50.7051430302,2.30003751353,0.209637702268,-3.35495534498,-6.42112459467,-8.8081246694,24.6826665818,596.568679996,24.2821880357,9164,1251476,1044314,1,ST,P,451.735335276,12813.18825,476878,bFbS,bF33,7,3,3,1,1044314,,,,,,,,,,,,18:01:16,2011-06-23,2011-06-23T18:01:16Z,527973.652334139,5652968.60253298
460,PPM003,910,690,2011-06-23T00:00:00Z,20:00:43,2011-06-23T00:00:00Z,16:30:43,2212722,-3355914,4935592,51.027594,-56.601137,149.34,4.4,3D,Yes,7,3,41,6,41,7,44,13,47,16,47,19,41,23,47,0,0,0,0,0,0,0,0,0,0,3.44,3.7,12,,0,2011,6,23,6,803.509,3043.39,176.181,-0.21099274672,-0.623735145386,1.2890476448,50.7051430302,2.30003751353,0.209637702268,-3.35495534498,-6.42112459467,-8.8081246694,24.6826665818,596.568679996,24.2821880357,9164,1251476,1044314,1,ST,P,451.735335276,12813.18825,476878,bFbS,bF33,7,3,3,1,1044314,,,,,,,,,,,,20:00:43,2011-06-23,2011-06-23T20:00:43Z,527971.405240856,5652969.14640561
431,PPM003,841,691,2011-06-23T00:00:00Z,22:00:23,2011-06-23T00:00:00Z,18:30:23,2212770,-3355876,4935610,51.027732,-56.600268,160,4.8,3D,Yes,5,3,41,6,35,7,41,16,41,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,11,,0,2011,6,23,6,898.35,2941.75,222.853,-0.21099274672,-0.67471646431,1.84056289914,50.7051430302,2.30003751353,0.209637702268,-3.35495534498,-6.42112459467,-8.8081246694,24.6826665818,596.568679996,24.2821880357,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,22:00:23,2011-06-23,2011-06-23T22:00:23Z,528032.262900092,5652984.82271072
448,PPM003,880,692,2011-06-24T00:00:00Z,00:00:44,2011-06-23T00:00:00Z,20:30:44,2212723,-3355859,4935637,51.028165,-56.600694,155.79,2.6,3D,Yes,6,8,44,11,47,17,41,20,32,24,50,28,47,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,10,,0,2011,6,24,6,822.597,2970.1,249.157,-0.21099274672,-0.623735145386,1.2890476448,50.6939494097,2.31662862979,0.211006359998,-3.34363194107,-6.40417331961,-8.79205933788,24.5722475656,594.362005991,24.2990011563,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,00:00:44,2011-06-24,2011-06-24T00:00:44Z,528002.1277263,5653032.81198091
422,PPM003,808,693,2011-06-24T00:00:00Z,02:00:20,2011-06-23T00:00:00Z,22:30:20,2212756,-3355797,4935657,51.028513,-56.599815,150.21,6,3D,Yes,4,17,47,20,47,24,38,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,10,,0,2011,6,24,6,922.219,2868.02,284.083,-0.21099274672,-0.924452050531,-0.0131413628132,50.5861882916,2.42804116784,0.220492088262,-3.2971973176,-6.31966549403,-8.71223116162,23.8313933982,578.87384385,24.3896380094,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,02:00:20,2011-06-24,2011-06-24T02:00:20Z,528063.558996443,5653071.84524939
408,PPM003,758,695,2011-06-24T00:00:00Z,06:00:21,2011-06-24T00:00:00Z,02:30:21,2212762,-3355726,4935708,51.029192,-56.599186,154.66,2.6,3D,Yes,5,2,47,4,47,10,41,12,29,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,11,,0,2011,6,24,1,1024.28,2766.66,284.083,-0.21099274672,-0.608565127861,-1.02799468536,50.6529615102,2.28057314732,0.208623017406,-3.42756264687,-6.49977138704,-8.88318791652,24.81347195,597.81507194,24.217844137,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,06:00:21,2011-06-24,2011-06-24T06:00:21Z,528107.257719798,5653147.59232023
293,PPM003,562,696,2011-06-24T00:00:00Z,08:00:43,2011-06-24T00:00:00Z,04:30:43,2212904,-3355293,4935958,51.032586,-56.594098,170.86,3.6,3D,Yes,5,5,47,7,41,8,44,26,50,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,24,8,1420.42,2294.41,401.754,-0.186986932637,1.30612560921,1.57028537524,51.19299791,2.24675435926,0.201675367725,-2.98842410219,-6.07654239896,-8.47640859874,25.0280790749,612.017268093,24.4938440583,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,08:00:43,2011-06-24,2011-06-24T08:00:43Z,528461.975840903,5653526.97087015
